time,GHI,AC_Power_W,Wind_Power_W,PU,Wind_PU
2020-08-16 08:30:00+08:00,66.75,4723583.134007617,1098507.7909225821,0.04723583134007617,0.01098507790922582
2020-08-16 09:30:00+08:00,122.65,9107251.349707358,1406997.6246479372,0.09107251349707357,0.014069976246479373
2020-08-16 10:30:00+08:00,153.9,11400239.54682201,5229739.9047537325,0.1140023954682201,0.05229739904753732
2020-08-16 11:30:00+08:00,147.1,10866460.224759802,16182093.491070982,0.10866460224759802,0.1618209349107098
2020-08-16 12:30:00+08:00,104.0,7580722.488413891,25505478.7638882,0.07580722488413891,0.255054787638882
2020-08-16 13:30:00+08:00,131.55,9708606.503603475,27973397.433691055,0.09708606503603476,0.27973397433691055
2020-08-16 14:30:00+08:00,248.45,18691203.02312699,39614122.2945484,0.1869120302312699,0.396141222945484
2020-08-16 15:30:00+08:00,276.0,20975402.107603196,43110340.41010241,0.20975402107603197,0.4311034041010241
2020-08-16 16:30:00+08:00,310.05,24011324.33229943,25505478.7638882,0.2401132433229943,0.255054787638882
2020-08-16 17:30:00+08:00,173.7,12701910.465511443,18958501.994599182,0.12701910465511443,0.18958501994599183
2020-08-16 18:30:00+08:00,85.05,5837895.127029092,18033032.493423115,0.05837895127029092,0.18033032493423115
2020-08-16 19:30:00+08:00,26.0,789671.5966592397,12612425.415106155,0.007896715966592397,0.12612425415106154
2020-08-16 20:30:00+08:00,0.0,0.0,10677565.890408752,0.0,0.10677565890408752
2020-08-16 21:30:00+08:00,0.0,0.0,10677565.890408752,0.0,0.10677565890408752
2020-08-16 22:30:00+08:00,0.0,0.0,6799407.980718559,0.0,0.06799407980718558
2020-08-16 23:30:00+08:00,0.0,0.0,4715590.18187814,0.0,0.047155901818781404
2020-08-17 00:30:00+08:00,0.0,0.0,1098507.7909225821,0.0,0.01098507790922582
2020-08-17 01:30:00+08:00,0.0,0.0,503563.11159511044,0.0,0.005035631115951104
2020-08-17 02:30:00+08:00,0.0,0.0,790017.9571972261,0.0,0.007900179571972261
2020-08-17 03:30:00+08:00,0.0,0.0,1704141.805035383,0.0,0.01704141805035383
2020-08-17 04:30:00+08:00,0.0,0.0,1098507.7909225821,0.0,0.01098507790922582
2020-08-17 05:30:00+08:00,0.0,0.0,657808.028457788,0.0,0.00657808028457788
2020-08-17 06:30:00+08:00,0.0,0.0,503563.11159511044,0.0,0.005035631115951104
2020-08-17 07:30:00+08:00,66.14999999999999,4710208.906282387,503563.11159511044,0.04710208906282387,0.005035631115951104
2020-08-17 08:30:00+08:00,160.0,12079723.242967421,1098507.7909225821,0.12079723242967422,0.01098507790922582
2020-08-17 09:30:00+08:00,290.1,22003190.299038563,1704141.805035383,0.22003190299038564,0.01704141805035383
2020-08-17 10:30:00+08:00,457.5,35020906.25995904,6799407.980718559,0.35020906259959045,0.06799407980718558
2020-08-17 11:30:00+08:00,616.65,47874365.0984751,11243130.585571898,0.47874365098475097,0.11243130585571898
2020-08-17 12:30:00+08:00,720.1500000000001,56502911.937615775,12612425.415106155,0.5650291193761577,0.12612425415106154
2020-08-17 13:30:00+08:00,789.05,62806693.227611825,9546436.500082444,0.6280669322761182,0.09546436500082445
2020-08-17 14:30:00+08:00,883.6600000000001,70214124.96029426,5743889.627629328,0.7021412496029427,0.057438896276293276
2020-08-17 15:30:00+08:00,780.75,60836335.31119443,0.0,0.6083633531119442,0.0
2020-08-17 16:30:00+08:00,581.7,44020394.50158341,0.0,0.4402039450158341,0.0
2020-08-17 17:30:00+08:00,382.1,26215879.62788934,40828.36100707632,0.2621587962788934,0.0004082836100707632
2020-08-17 18:30:00+08:00,219.4,10171453.311599705,1098507.7909225821,0.10171453311599706,0.01098507790922582
2020-08-17 19:30:00+08:00,46.0,1175615.9558684654,8496102.066208024,0.011756159558684653,0.08496102066208024
2020-08-17 20:30:00+08:00,0.0,0.0,21979880.664169833,0.0,0.21979880664169832
2020-08-17 21:30:00+08:00,0.0,0.0,39614122.2945484,0.0,0.396141222945484
2020-08-17 22:30:00+08:00,0.0,0.0,30441316.10349389,0.0,0.30441316103493893
2020-08-17 23:30:00+08:00,0.0,0.0,11808695.28073505,0.0,0.11808695280735049
2020-08-18 00:30:00+08:00,0.0,0.0,5229739.9047537325,0.0,0.05229739904753732
2020-08-18 01:30:00+08:00,0.0,0.0,2218291.5279109795,0.0,0.022182915279109795
2020-08-18 02:30:00+08:00,0.0,0.0,1252752.7077852595,0.0,0.012527527077852594
2020-08-18 03:30:00+08:00,0.0,0.0,1098507.7909225821,0.0,0.01098507790922582
2020-08-18 04:30:00+08:00,0.0,0.0,1704141.805035383,0.0,0.01704141805035383
2020-08-18 05:30:00+08:00,0.0,0.0,3246590.9736621613,0.0,0.03246590973662161
2020-08-18 06:30:00+08:00,0.0,0.0,2732441.250786569,0.0,0.02732441250786569
2020-08-18 07:30:00+08:00,132.95,3629047.374120006,2218291.5279109795,0.036290473741200056,0.022182915279109795
2020-08-18 08:30:00+08:00,333.8,20642979.84858896,2218291.5279109795,0.20642979848588958,0.022182915279109795
2020-08-18 09:30:00+08:00,538.0,41004584.55266604,7364972.675881716,0.4100458455266604,0.07364972675881716
2020-08-18 10:30:00+08:00,715.8,57524766.51511616,11808695.28073505,0.5752476651511617,0.11808695280735049
2020-08-18 11:30:00+08:00,850.56,68779547.44954763,17107562.99224705,0.6877954744954763,0.1710756299224705
2020-08-18 12:30:00+08:00,920.26,74055464.06759767,25505478.7638882,0.7405546406759768,0.255054787638882
2020-08-18 13:30:00+08:00,929.61,74509165.40869728,32909234.773296714,0.7450916540869728,0.32909234773296714
2020-08-18 14:30:00+08:00,891.96,70949944.10706481,30441316.10349389,0.7094994410706481,0.30441316103493893
2020-08-18 15:30:00+08:00,802.46,63070524.175345756,29207356.768592462,0.6307052417534575,0.29207356768592463
2020-08-18 16:30:00+08:00,629.85,47903201.49808896,26739438.09878962,0.47903201498088965,0.2673943809878962
2020-08-18 17:30:00+08:00,402.15,27456341.98303626,25505478.7638882,0.2745634198303626,0.255054787638882
2020-08-18 18:30:00+08:00,224.7,10311509.506780146,29207356.768592462,0.10311509506780146,0.29207356768592463
2020-08-18 19:30:00+08:00,44.97,936259.9174826015,36367634.044391066,0.009362599174826014,0.3636763404439107
2020-08-18 20:30:00+08:00,0.0,0.0,27973397.433691055,0.0,0.27973397433691055
2020-08-18 21:30:00+08:00,0.0,0.0,48354667.58343345,0.0,0.48354667583433447
2020-08-18 22:30:00+08:00,0.0,0.0,88399175.10538164,0.0,0.8839917510538163
2020-08-18 23:30:00+08:00,0.0,0.0,93158732.54000142,0.0,0.9315873254000142
2020-08-19 00:30:00+08:00,0.0,0.0,81195006.64866397,0.0,0.8119500664866397
2020-08-19 01:30:00+08:00,0.0,0.0,68336503.87741986,0.0,0.6833650387741986
2020-08-19 02:30:00+08:00,0.0,0.0,58053509.41990802,0.0,0.5805350941990801
2020-08-19 03:30:00+08:00,0.0,0.0,43110340.41010241,0.0,0.4311034041010241
2020-08-19 04:30:00+08:00,0.0,0.0,36367634.044391066,0.0,0.3636763404439107
2020-08-19 05:30:00+08:00,0.0,0.0,27973397.433691055,0.0,0.27973397433691055
2020-08-19 06:30:00+08:00,0.0,0.0,21979880.664169833,0.0,0.21979880664169832
2020-08-19 07:30:00+08:00,127.6,3539807.7262527253,20809440.99695132,0.03539807726252726,0.2080944099695132
2020-08-19 08:30:00+08:00,326.05,20204385.426040307,21979880.664169833,0.20204385426040306,0.21979880664169832
2020-08-19 09:30:00+08:00,527.1999999999999,40574705.15280619,30441316.10349389,0.40574705152806195,0.30441316103493893
2020-08-19 10:30:00+08:00,701.75,57103718.35837753,32909234.773296714,0.5710371835837753,0.32909234773296714
2020-08-19 11:30:00+08:00,836.56,68713051.54568239,43110340.41010241,0.6871305154568239,0.4311034041010241
2020-08-19 12:30:00+08:00,896.81,73591831.4848559,60110108.3114104,0.7359183148485591,0.6011010831141039
2020-08-19 13:30:00+08:00,934.61,76143103.55860323,77493128.6439597,0.7614310355860323,0.774931286439597
2020-08-19 14:30:00+08:00,893.01,72182230.52803709,84896884.6533682,0.7218223052803708,0.8489688465336821
2020-08-19 15:30:00+08:00,758.0999999999999,60450294.374357395,75642189.64160754,0.6045029437435739,0.7564218964160754
2020-08-19 16:30:00+08:00,626.75,48024673.18627943,68336503.87741986,0.4802467318627943,0.6833650387741986
2020-08-19 17:30:00+08:00,436.65,29745803.61890595,64223306.09441513,0.2974580361890595,0.6422330609441513
2020-08-19 18:30:00+08:00,224.75,10204845.045088364,62166707.202912755,0.10204845045088363,0.6216670720291275
2020-08-19 19:30:00+08:00,46.07,741908.2979661244,64223306.09441513,0.007419082979661244,0.6422330609441513
2020-08-19 20:30:00+08:00,0.0,0.0,62166707.202912755,0.0,0.6216670720291275
2020-08-19 21:30:00+08:00,0.0,0.0,98094569.87960711,0.0,0.9809456987960711
2020-08-19 22:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-19 23:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-20 00:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-20 01:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-20 02:30:00+08:00,0.0,0.0,89633134.44028309,0.0,0.8963313444028309
2020-08-20 03:30:00+08:00,0.0,0.0,70353792.49203001,0.0,0.7035379249203001
2020-08-20 04:30:00+08:00,0.0,0.0,60110108.3114104,0.0,0.6011010831141039
2020-08-20 05:30:00+08:00,0.0,0.0,58053509.41990802,0.0,0.5805350941990801
2020-08-20 06:30:00+08:00,0.0,0.0,62166707.202912755,0.0,0.6216670720291275
2020-08-20 07:30:00+08:00,124.05,3562780.4137071557,58053509.41990802,0.035627804137071555,0.5805350941990801
2020-08-20 08:30:00+08:00,322.5,20118619.96743473,60110108.3114104,0.2011861996743473,0.6011010831141039
2020-08-20 09:30:00+08:00,525.2,40707388.83569702,91924773.20510001,0.40707388835697017,0.9192477320510002
2020-08-20 10:30:00+08:00,699.1500000000001,57488305.33291731,100000000.0,0.5748830533291731,1.0
2020-08-20 11:30:00+08:00,830.8100000000001,69283847.26651426,100000000.0,0.6928384726651425,1.0
2020-08-20 12:30:00+08:00,908.81,75812547.62351714,100000000.0,0.7581254762351715,1.0
2020-08-20 13:30:00+08:00,924.86,76778571.30767456,100000000.0,0.7677857130767456,1.0
2020-08-20 14:30:00+08:00,874.51,72068739.3149332,100000000.0,0.720687393149332,1.0
2020-08-20 15:30:00+08:00,763.21,62025328.98002612,100000000.0,0.6202532898002612,1.0
2020-08-20 16:30:00+08:00,595.0500000000001,46501755.43871871,100000000.0,0.46501755438718706,1.0
